address,balance,tier
0x0d2ef6c54fd78a853684e96e1c840cd62453a9af,193.79789736865624,tier1
0xd31e099118a70ed9d74495a684abac9dea6caeb5,275.5088111963542,tier1
0x9d7c607201498264da83da38440dface998c2341,0,tier0
0x88271e8e3a4f4cd680f109fb16fbe10e726e800e,455.2390681011294,tier1
0xcc5ea11c94ac0c1f0c690df96f315f730953dc78,71.86597940439164,tier0
0x8cbbd61384a49ade8686bfb4056a20d78a6f87fc,400.494462568152,tier1
0xc6404f24db2f573f07f3a60758765caad198c0c3,93.64669887598282,tier0
0x03cc87c5da630a693f79385eccb3687faa6783f6,27.966217100066462,tier0
0x6a21799aa7c1f83e763744127d9ccb7d9846e81d,0,tier0
0xdc45bdafb895a674ec08863ed8cec753047a7f82,4625.509547400709,tier2
0xcfecc60a12326932065114d48378fbc09eabbd46,586.339727948925,tier1
0x327a40843d36d950a89ea1beec517f54b0515b08,146.19631009729122,tier1
0x09ea70b23956dffb8f48bdb09cc73cd56358e4d5,0,tier0
0x7108f3709832692eb6043e549960015a8f68aac0,28.498388352391835,tier0
0xc3fa4f16ca336c8fbaa3713ebbfa137fac3a68a6,-1908.1490766549107,tier0
0xf8056f5181b803d58993416fc31d95fe14ec27c7,-3557.736395925441,tier0
0xece0ddab782270a67208f62db9259423abe21671,187.15045150201698,tier1
0xfac9071f72179bc2b7950ebc0787ab4204172a7d,118.27270295136361,tier1
0x91a815025976cc12e6da2dbe5795cfe3691207e0,1967.6289650150075,tier2
0xeb4e55d56b7cc140f85f4b6dd4ca263a996373bd,1029.912101705879,tier2
0xa363e7b75817c7adac54903eba9c0c1819553bdc,0,tier0
0xfe6842f3cc349b0f6ba8f9900c209abf0bc777d5,36.75986579139618,tier0
0x06f67daf03965f95b808664d9609df2978c04ed6,186.1972596489164,tier1
0x8ce494f17e476a7e4388ee4455d4fb03e2b83e91,703.0561952956792,tier1
0x83dc5289b4ca01b7cc0389ad8f550cae2799870a,82.90138189068105,tier0
0x093755c7c8d4923675488b65c1cc8ce1a37b4570,54.982581845247175,tier0
0x88b2c4276ca62c17b495b02d87730058864739d5,163.17858503038502,tier1
0xbe7b8a4a88210bb0288732c26534aa5bd2a488f6,4907.138520881878,tier2
0xa25fe322455c32563442d61ddb3c5ed070db07e7,0,tier0
0xfcc6d6213af1b37339e2b3322bdfc9843234bd26,240.6689200422517,tier1
0x8161991146a5ba903a40f42775cd930a4a763e43,0,tier0
0xadb85581c158844007590ff7c68428b0ff246f97,182.544648764242,tier1
0xda5c94825feb00d9397b0496e25b362784c7992e,648.0980742499542,tier1
0xc5d43ac33aaceb8c5b9c1b989763940935cf4f54,12653.560962119627,tier3
0x980ff42641c387fb59558c811eb4ae13189dde59,39.60087175130684,tier0
0x1f1cbfc8e3478a17be18973c2040eaf006359fe0,0,tier0
0xe39718b8d248235ab7f3a7bfd53e0ae441da6a84,48.26084158586222,tier0
0xe594516457b98f5ad0cfa630621e1447c4e8e151,658.5329086866959,tier1
0xaefe8a7d40ea2d8a53dcd8e295657705da99373a,314.27626435872804,tier1
0xc3d86f8a33b0f64ccec7d3a8151560e26b98a32b,47.309122633604396,tier0
0xddb1107a6fcb828c33a70e19c8c94e021d29f2c0,0,tier0
0x4318e1c7a30c091653dd34b698289d0d84bc1ece,43.5455730671397,tier0
0x5d71d02f4483d5a924adca292f17cf2a008a6731,86.11549906237173,tier0
0x391690647a78ef4a0203726d3a1098b03e8f0ac4,375.6644601130925,tier1
0xd129656591b24fde98751688b48919ba732e1b20,6185.974334620745,tier2
0x178c9d7b3edb5cd443f5370271724a2143a24635,10836.327562468618,tier3
0xd23d0e37ed93574105cf6a507e7894356d49c594,1738.1892638061177,tier2
0xb12ebf11c80edd596d1ee3484d6a7c83a055b509,32.47398241254756,tier0
0x30d89a25f2d8bceb183ac0f9b4e00604e9e6f59a,105.53365157564865,tier1
0x5ef9030457744136fee93b882100bd50d09820ea,271.42135180918007,tier1
0x4ef4df2029de4d4442a031e9f3ed1e15e6c73111,174.05774477870833,tier1
0xd0a207bd73a68598998532c6448ab43ed197f2f7,0,tier0
0xbad7482e87d355d1f6298313bf9b045afb8fffc5,52.53402788200346,tier0
0x84dccf5d2cf81c6682281db003028ce6039552bb,-3.6265094365223547,tier0
0xbd9c45731542e167c920f857b65319b203d8cf40,358.3885761200992,tier1
0xe945393a65cc3f27d10fa3d9e318a1a3a2d63c1f,27.053221676051653,tier0
0x2ba987ce374cbbdacc546ab67159617a977a1d26,251.7142769860135,tier1
0xdf07dafc7410eb49c72518d3a9d900603623808d,688.160960370764,tier1
0xdb9601465d39a26999a7008de10765a7fc747afb,0,tier0
0x695398c4bff5358b2ca5496c02741337a2a6dd80,0,tier0
0xe5cc506392d526377df9f3d84a72f1534f9485ab,1153.8170153774436,tier2
0x95056124b98e463c8954bfee29469ddd4ef9bcf5,1301.107668732774,tier2
0x7ca19402273bb4e95ec3bd4fa58e01f8a8f43202,559.2815095025505,tier1
0x4745cad2966a7921b9d950826b9ae28962b1392a,0,tier0
0xa1360ad9c4da3653e072e1196c85bad604681777,105.9963564262276,tier1
0xbeb5fdc437ae84e5dc94c0404fb038e2a4a4b10d,162.72160954633478,tier1
0x1ad06acfff27af0ae68da305d17c8773fff0ba4a,879.5938280607883,tier1
0x1f371722a1d1f753647fb80ad1d76038e5bd5557,72.57005060485263,tier0
0x3536b3f6beb28415163c814fedf338617a8bce93,1221.9762912843985,tier2
0x6e67fd3c16ecabce5e49404ab14806785721aeb6,59.87658630325877,tier0
0x9db1c105cb61070cc3d28994b49d4296ae19e1ae,0,tier0
0xc773af1eca65c9fbd465afbef9e9325f49cd0820,80.3343436302849,tier0
0x81926f557bee9b88265595a6c20e100bcf58e94b,1291.5629579787865,tier2
0x5795b7b5daedeee17d8efff09b3d8e1142275da0,489.2787086243985,tier1
0x7a0cfd590f8f8ddf48426f68e5f8ec11997fad0f,2264.9334222439634,tier2
0x69b2cff566d073803140deecfd89d286fff6f2ef,195.72762315255846,tier1
0xc5eac820e9d5a1f1933ea494b45dc75767cfc6a1,59.10599544362991,tier0
0xcb619dfd4ffc1095a11010e34fd888606d122756,0,tier0
0x6f93a5fa5763779114bdc1bac32eace0cf8a6d95,541.353110812434,tier1
0xf7416024cd3b3ff470d4e943f418a772d1bc655e,1407.7628339177743,tier2
0xcd0de1793d2eb3dd130735619b4aa3661af2696f,325.899797923098,tier1
0xd6c053105466067816f53470e010d336cbd89439,108.35522104464152,tier1
0x7251c7c5ce642a9a7c81ff48463948cf13016906,64.05555278039701,tier0
0x6fc8b854d8c1d39131bec64758bae72278ba4f3e,1073.0101358057764,tier2
0x25f7f98af1f76b765d6b89de9c7a835b433ac25d,0,tier0
0x7fea3244234d5fc3509bf8109d5142dc34fb0485,140.44872277167124,tier1
0xa927cb7a9360706f7b5236df3cc05f482db50ae5,695.1479174087985,tier1
0xefa2427a318be3d978aac04436a59f2649d9f7bc,696.1216235527843,tier1
0xc7fa7b0256d79d958259d54ea5b0d1c290ac0ed2,123.27586188914083,tier1
0xdecd504c466d891b7833de68838f0e2730e23a17,14058.773450668092,tier3
0x3ce6b3bdc0ddd88a5b6d35de64f6741d30eba190,329.62585921946396,tier1
0xd02c2a895edbf6ae4cad912ba7df4863c74666c3,69.39351560170563,tier0
0xfe34a45b692b015836faea55b70ff8ea565f2129,924.2813338392197,tier1
0x6ee7ac91bbbc33e146726438496d407b08212b3b,62.78633874732927,tier0
0xcd6a8c8c2ad57c915e52eff10289bd347934c627,-4934.897977812376,tier0
0x098c2d9b6cf6506b403d86e9e3448b50f096e8fa,16.02799997769438,tier0
0x9be25bcf7e79c6db6f0471d7303fbc82c1237a3f,94.73577235087056,tier0
0x3dbcdc42abe57d0dda9e921140b28ee438f2097f,68.80800162836861,tier0
0x7e98e142259d873bb65f33db8eb33d6a427f1e4f,206.42320337865164,tier1
0xa256a49d313374d1e76ff6942296ab1b47c14c5a,325.0444476551263,tier1
0x9661e09523f3da2a978115fd2902bcd316bbe1bd,133.66424510871374,tier1
0x0cead33eb6adf4860b6b8f66687f51567e111973,1882.7938593729878,tier2
0x3cbd3d635ebfc6dc3dc3e3a71e2b36123b66e891,379.12058081010997,tier1
0x77c2c90e8e8d521c8d7d05dbbbffcc3021625650,0,tier0
0x56c59d27f39e207689477ad122db008ca1a6ad7e,30.87021988120129,tier0
0xd2d939a8ab2f8185006ac279e7fab35134c9d9e2,846.7962333737274,tier1
0x6ec4319599061b3bf3637a9202705f0dea009a18,388.6047170291259,tier1
0x8bf03086eda24dbe2a73964017c8d9cd592de5d0,197.82308280928515,tier1
0x09ee3a3a0e175fde887cd45a2ba056b4c54e124a,443.41678499609424,tier1
0xd4169feb234bb57f848d31886b26164ac4b8ccce,200.4770015977238,tier1
0x33753378fb5faf9a3e9d2ce4bbc679b6372dd396,0,tier0
0x4b460ccc9594082fb8dcbbc43a36a67fd24afa24,175.74746487847332,tier1
0xf3e00a00ec2d75f52474890e98719aef18b842f6,0,tier0
0x73b33a3e66704c6aa9ff824a79d810798ecb869f,23.50053457279696,tier0
0x5e73ffe9871939f8a1cb8bff555a9a02a577d29d,403.2855802286296,tier1
0x10a81a55783e0397d609e704b36a92ca355e22b1,261.84493616143004,tier1
0xff8b628f6bbfaf84d6147edf47d27370d15f0eed,99.71686425542502,tier0
0x24b60c36c0a93eddc2b6c05d2a695a9ae5c21d75,1177.278396568293,tier2
0xb8bc144047871bdc1c307f2185da26c7bd7026fb,161.56934327564457,tier1
0x15de5f382e50b94093e4177a1306dfe5cb454b3c,554.5318906826507,tier1
0x2410fc8bd069edf114a2638766450541e8a0715b,855.4159007719405,tier1
0xa8feefb390a5a6e19359ae6b94d32bf462669cc9,80.11545870980179,tier0
0x87360f220755f4f992eef102d884f8d153217972,40.59183239504447,tier0
0xc3ab79bf8e8a924972379731d2e58c96e32011ff,51.63190582116379,tier0
0x7d408443fdf839c64d02d18a92726408a6b52faa,133.52576460594517,tier1
0xe25f3593396dc243c711b229d6a22aa0f6c2bbf7,0,tier0
0xa655833faa575efc74ac027c43474234fae14376,325.1619328018413,tier1
0x17f93fa267c156e73c2e9e10e89e3deaca1d198d,764.2195145227009,tier1
0xb63b34508bcbc617ecb57b7c338282e1180a510a,6139.748382433529,tier2
0xe70a31b96781736957d22a8b0ba031cd4ab24397,32.68309911593409,tier0
0x94d6ea2a93b0b48218e35dc7049bb766b1a5f0d4,97.95800531910378,tier0
0xa585c0b1c8ebc6b87d9dae007f74ccc10bb48fdd,30.05355147335242,tier0
0x43b24f8688e5e9abde5378f9f905700623a0c100,130.41493712610043,tier1
0x439d8cd77ffb644c7cb4beaed13f2318febdf2df,6338.177569259866,tier2
0xbc68bda632f30318e7219cb434666f266ef7b043,106.87871650737183,tier1
0x132a718ee7691c70e8e547f6bb1c3b48d8e42323,1335.9839568798009,tier2
0x1660b40ca4c1aa0436c4d7afc85ab51d1a44da48,2614.600632060305,tier2
0x1dbef9fbd54bbcf2655d0bc5088118b34850fc5e,604.659460693538,tier1
0x87eee309b80466b7c16a60246b277bd4dd089979,50.67591171977254,tier0
0xd376f87249f959555efd518129e29d4d792d4847,1655.880629396474,tier2
0xc15a0e2fa24b22f6151a9731b99fe8ede26967ea,999.4417261947223,tier0
0x5618d8ccd79e7eebd4058e9c2b0f62e00ad353d9,124.17254150909164,tier1
0x3d2971207d756177090e1aa7e63aaf7e7c794b1c,707.1415456039042,tier1
0x3acd173767ddec7fa1c9c39c57a490c1f68593d7,1281.9306375582846,tier2
0x0951f64b0ac74ed04284039b1d181039ed02fecc,64.18408898465896,tier0
0xab1351702ba5321b5068d2f39e8068ef2bb3ab95,5.7495962318784715,tier0
0xefcc98ca338077963065d28636759c036694a371,86.61427331634968,tier0
0x80c25a0abd9447584a52cb106ec48a100c7e7901,-111.40926110910462,tier0
0x9ca5e5e4af89467a327ae55d536820ab66897165,2732.0662786326725,tier2
0xa33cf97c010f9e4bb06d0851e5bc3a6c02f85739,0,tier0
0x8f2ed6e59a27a96277b233eea9a0f0f460ccae31,0,tier0
0x32781a5400aebd57599b7e183dc80232c477f1d0,3483.0888397847934,tier2
0x952010c3e83b9e99c892161c7bcf7b35c55d3b35,4270.574499924344,tier2
0x2f973599855210de5fc8c1dd9bd2c081779a6385,1.35614024,tier0
0x2b46d5dc5662c016051f493ccfa11636a4ec17f1,17.629882739166057,tier0
0x7bd6447b3364cd70f74ee193ded410170be3013e,-52.99898953173826,tier0
0xeb9b08a27f26ff9be600dd2bc8480b30991ca6d9,64.10866457937473,tier0
0x9f1d74fd78dc501670cfc525524222c2fe56d770,1335.863933472499,tier2
0x51d35a51071d09941975ccf84f1c20e06a660086,262.20867680707374,tier1
0xfe91add48777b43b6897da3659b51c98314f363d,10.687379671209477,tier0
0xbb07fd1550f8c0810a141fafeddb2040fe0f7ca3,53.51888428054377,tier0
0x7715d824a98cbfd2b0ee89cb88a946213e0db37a,720.2214682688759,tier1
0x20a6f2a053e330ce13c6d514fe68f6288aae0df8,3938.81592087741,tier2
0x3d295d5fa857576f5198aab187c5792e65e1b637,0,tier0
0xe540c45c504b348ad4d6eb9344e6cfa07c959be6,845.8050398365866,tier1
0x407530bc3639d80aecda6c57ec39c4622dc37e93,114.86358873282023,tier1
0x55abdcab172aab430d9112b356ccb6be952359d0,28.114528859765116,tier0
0xf06c4af334f6e9dc0121fdc6caf774926a6df7f7,227.92481526444837,tier1
0x2d1cfe9b7ccaac2d40193a4099be43ac149aff01,-955.7575721724729,tier0
0x505a71c1aacabc4afd8204dbd5da840b22b54395,123.07551067970003,tier1
0xeb68ccea4e1068c30f6c8a1cf4754b932f16c0ed,255.38549497138706,tier1
0x660103e8a4368f54cad0f77bcc12da4bfe830697,1011.6095284037517,tier2
0xa23830d164097e1667e7bc6570c8091e95bd0c2c,222.56831241467276,tier1
0xa103f72e8717b62813167cb58872722663346fcf,5165.183488330061,tier2
0x96f960b4168e97b82e95f59665f849c70089aa1a,224.62420671271494,tier1
0x5fab584ee11134710e03f813361692bef9c6329a,287.63473526988304,tier1
0x839d0b365d100ce13965cc3919bc10c6be8b957a,8.151088910814105,tier0
0xc9bd8d37302bfa4cddb8afad3a03cd187f3f2318,1223.7758605118172,tier2
0x59a3dcdbe3203a52dc8be3464778687b7b85abaf,8.015534719803785,tier0
0x750f2886331c6601c7a3e1c5923a16d1731dbc56,0,tier0
0x13a2c32e4a955b3286dd8b2bfb86ff45de0a18d8,0,tier0
0xb372c46ae1f9f5113a9872547266e4c21c118bdc,976.8192675026329,tier1
0x40275d9338b0dad78f4376f8d7e79a14fecedc27,42.21278853692181,tier0
0x2c703f6b6ab1feeff8287a1c16e7e41128c00dc5,11.463728796224625,tier0
0x3bfbec1db11690d89d27eb26c520687f362c1403,457.60749803278367,tier1
0xa4b55b0934fce65d478740f6246e9c217e6ac44d,62.08552518738888,tier0
0x06925de5ab91efb61407f8acd308e4077454b970,56702.746519803324,tier3
0x566994cc0d15be315e18c18e34884e3e1e6151bf,125.29652721443931,tier1
0x47a2a5a8950dd410410f0af03af0964cae6ffec4,171.99637905324283,tier1
0x216598b31a69a18b230f91bacb0f0c8f28a5378b,0,tier0
0x3b7364b384881f9963938aed4f88227ba153cb86,146.86680472324804,tier1
0xef3bb8e75e4d5828de16f38d8d2832704122034c,2826.305193463095,tier2
0x2854ae0de887673ce64f2e56f9882a035dba75ca,16.372976393501673,tier0
0xf6a738d2e053e6ba7bdc6e82d018334b067e0974,6324.477688992949,tier2
0xf81f7b4e06dd5d4090899ee0c70d19686d68f2b3,-1.4210854715202004e-14,tier0
0x73b2fdfe212fc4a5548e9b6cc00dbcee23ae3689,246.27056195416097,tier1
0x375e56a4637dfdafa6b70cf47acac0940f4168b7,553.2587627058126,tier1
0x1612bdeb70fc50a5fc291e992007e6aa583dc95a,45.25778803763269,tier0
0x68036792a7dd20aaf137950bfe73096a3d05f9b9,0,tier0
0xc004da424d14225e395f67a0ffa9e90d31a1b9f9,0,tier0
0xbd1848d3b6a892eedf7c4281e4f0c2901dc81f5b,269.84028361788563,tier1
0xfeee183f11f27c85dfdfe16b00b7b2a4d9aa9b5a,8.012823872550971,tier0
0x0134a256e6b313c4799f82c544b86ccad8befcaa,0,tier0
0x572ae68ca8b633ffb82e635ff99af6ed00a1592e,65.48704680236376,tier0
0x2e357b3b20fb30dcda2b4de48a17cc3261403e16,130.6499644215272,tier1
0x9769227563f7d6840003e268e63473a5c849ac35,54.022705484772075,tier0
0x1458f3e7bb63cabdd79e6c230ac0986c9fa83a9e,349.4740416531717,tier1
0x6cc45b22d396168c7f06c816918af142a17d7898,0,tier0
0x69374fdc1e7764a7147658086463d2845508aa24,515.6167048130359,tier1
0x6d35cef3a46ce9fb4a93f6fe30247fc72cb6721b,0,tier0
0x48b0320c7e9fc671841a713156da73df75765c66,63.05532245845912,tier0
0xc8427c8a4c45ed909230cf4e9363eef7d5bcb703,560.355697419656,tier1
0x72eb54528f470c841ff262227e011bd136355346,72.75505342942112,tier0
0xc1bc833df4cd881f435fe07f44a185c35fc377cf,58.91356736004018,tier0
0xb842457fa57ea6f4fc8588c56e2e60232e12cbc1,-4008.4001679981484,tier0
0xa3134dbd49be0e3d42f2ec936fd87c970d36bc3b,0,tier0
0x7c9eb06dfbb320d9eb6cff26c83b0573c5e38c52,1211.5103669190362,tier2
0x640c09bee77d6abd2ae9e2d3bf9ff455444d6015,310.8309291185934,tier1
0x6c3a63a669df9ea03c9618a191178dc680ae6d80,1813.9911979846702,tier2
0xf6f6b5caeb5033ea5a30b11a1fb2da7e62ac2206,107.52013444698042,tier1
0xfbe5782ef6cd650a156fc9fbcc1aba0920962e1f,0,tier0
0xaa8fdd731815e001f3bec719bbc1b096deacce5f,80.22163230601294,tier0
0xe8f04e41e293bbf56bcbd6337a3677634ca685a3,364.6242533489885,tier1
0x6e1c7e36fd1c5477e57181e843c5bf170a5c9e6e,143.92615536804263,tier1
0x586d0cf12bac10725f488900bf24d04fbf87e8ef,3298.4350325283367,tier2
0xa764bcac3e5cd7f6c313870e2bd35058b336f583,24.458274299598383,tier0
0x8d4f6a970046a3e167ba82301be584de97a2f7a3,106.77137714468785,tier1
0x6764869ed8cad77225c9a8e014d97b126308fbc3,4156.031682865129,tier2
0xdffe84e1a5b08426018d1195a4ebb0ec1b7f7f2f,301.90411973372613,tier1
0xa528791f1e51e70b38be788b830a69b5c32861ca,160.86103442735836,tier1
0x3885c54265218d39842b68310f0f5d1c9238be51,126.58108404267443,tier1
0x4d690ee087e76a49efc35b8314cd4307ca60673b,1863.2358342384873,tier2
0x76499afb85215d2e06e18663f484b50af1ecbb40,320.81942836181366,tier1
0xbef1fefe4bb6dda516e9af3a3f793d182cf053bc,1048.7400328235417,tier2
0x99c13cb5f66ad6e221426ac5eed94a227809eb29,537.2360191918392,tier1
0x67e1a611e1bf492a1b6dc6c0202ecc7440383acb,45.09092200165819,tier0
0xab6f06dfa3adb64a48f7fd06d9c1951577ac19e6,89.74620017737384,tier0
0x1345fbc726c3c2b03f3d6f13b00365608d8fdf93,135.94224809561032,tier1
0x6a09936f6e53779fa9691fc4d3838fd6d2332801,350.5896183375382,tier1
0x9e66504a892fa84705c24a4bd41e67b6be581c65,532.9442248541056,tier1
0x0d5b9511944b3c83f083c608db97b85b07ce2d7f,195.99089577736706,tier1
0x3f6d4b6f829ce2e4736c1faa95b00859a85acd46,573.9848914545779,tier1
0x9636d7ac16adde292f633b62ccc05220aa345382,61.67219383333843,tier0
0xcffedefe13ec47f90602c930a4656765e779518d,58.89754139776798,tier0
0x11679c147c408c84abd200b4c6125203d618d9f6,1806.382756901322,tier2
0x680c24396d3653476f5e396f07c0137d0672c997,75.12952039962715,tier0
0x041b18ebc685aee1558dc986f2637e98973c4bc9,45.98028152051776,tier0
0x0d96a3f4905b68bbe0c0c11c4f4fc5099b6ecc2c,49.28987667606063,tier0
0x756ea9ae4866b962326d588cdf39d558e671df61,0,tier0
0x00065e15de08f1e04145a5bdeaa6b5a47402ac4b,176.1732833616706,tier1
0x55e83471992aba2f18fede04383d7ffcc8618533,310.31891838137136,tier1
0x50f149cd5bb451484f32847ffc47bc6ef64bfc26,24.053526443897667,tier0
0xd84df1a9858317db112b599be4035a7b5546b23d,69.5090584763657,tier0
0xa1462ab6905b1d3fa9268699e80ed59413465a1f,1737.793400803365,tier2
0x18d7b01ad046c41cb4261b997a5189a08bca4a61,61.892588349492726,tier0
0x42238feb30ddb3991c57ae74af2f05f26cf41139,212554.9290215445,tier4
0xd6de573e6ecac356af63572267f55ea7d4e83754,-364.26001860008716,tier0
0x8ad89e65abd8a2141deaccc504b3786adfdccfa7,770.0410853431245,tier1
0xe39a7c5ef8ad8d0eace744839188b696625877e8,87.41514950663938,tier0
0xc569f03922d06beee3739446134bbd3018b4c17b,0,tier0
0x2a25b1f836954d9cb3a09853e7d5aef1f6781d02,75.37645952455387,tier0
0xdc37e0ca0cc176c9d1093131b87d9be3436b87ab,-105.45245277538436,tier0
0xc3d7d5f98b266646b941b3c41bf30899706981e5,38.325920690152785,tier0
0xbd618704ca9108c7fa5c2f91af3388304a2f71cf,364.28127512116515,tier1
